"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2329","RT @h7seoks: rapunzel’s step mum that stole her wanted to protect her by making her stay inside so she’d be safe from the kingdom... and i…",FALSE,0,NA,2020-03-18 12:44:57,FALSE,NA,"1240257884354568192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yubiicres",5933,TRUE,FALSE,NA,NA
"2330","RT @upasanakonidela: Keep it Real ! 
Reduce the Stress ! 
Follow 5 fantastic 
daily #quarantine rules 
#covid_19 https://t.co/tVMSY94Ic6",FALSE,0,NA,2020-03-18 12:44:57,FALSE,NA,"1240257884312588288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MeenaYa31747856",94,TRUE,FALSE,NA,NA
"2331","RT @LilNasX: are people allowed to be born right now with all the corona stuff going on?",FALSE,0,NA,2020-03-18 12:44:57,FALSE,NA,"1240257883926822912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pirickili",15637,TRUE,FALSE,NA,NA
"2332","RT @Munyai_R_Gundo: #COVID19SouthAfrica 

Another way to keep citizens clean and defeat Corona Virus at the taxi rank https://t.co/4bfrkifR…",FALSE,0,NA,2020-03-18 12:44:57,FALSE,NA,"1240257883817807873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Senol91607281",4933,TRUE,FALSE,NA,NA
"2333","RT @aaronneedshelp: my last white blood cell challenging corona to a dance battle for the fate for my body
https://t.co/gdIpoKQoZB",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257883427745792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rogan_connor",37720,TRUE,FALSE,NA,NA
"2334","Have they carried out the test?

We want to hear about confirmed cases not suspected.

I perceive that most states… https://t.co/0L7MBrLMCG",FALSE,0,NA,2020-03-18 12:44:56,TRUE,NA,"1240257883390050305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vhicck",0,FALSE,FALSE,NA,NA
"2335","When you died in Italy due to corona virus and reborn in Pakistan. 🤣🤣 https://t.co/kG4aR1JSKS",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257883347906560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yaminipg1",0,FALSE,FALSE,NA,NA
"2336","RT @TrollFootball: Corona Virus vs European Football

https://t.co/iPXBx4wOF9",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257883197050880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cankutalkann",2484,TRUE,FALSE,NA,NA
"2337","RT @louisemitchells: @bbceastenders ok corona, now it's PERSONAL https://t.co/iu8v9AlywF",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257883155152899",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShannonLana",250,TRUE,FALSE,NA,NA
"2338","RT @chanclust: i might not graduate bcz of corona 😔",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257882731528192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Guilty4Fries",3,TRUE,FALSE,NA,NA
"2339","RT @d1dynasty_: Someone said he is taking his time cos he is still learning how to Pronounce ""Corona"" 😂",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257882630881281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GbengaKuteyi",70,TRUE,FALSE,NA,NA
"2340","Best Corona music stream so far goes to @hollyjbowling last night",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257882182094849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RobertHunterFan",0,FALSE,FALSE,NA,NA
"2341","RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257881980706816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsAfza",23396,TRUE,FALSE,NA,NA
"2342","RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257881976573952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","slytherinhouseb",23396,TRUE,FALSE,NA,NA
"2343","RT @7jeeeeeeec: It's crazy how Gintama still has the perfect episode for every circumstances that's happening in the world right now

There…",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257881720737793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeerMiuma",231,TRUE,FALSE,NA,NA
"2344","@easyJet Just DEBITED instead of crediting a refund for a cancelled booking from my bank account! Impossible to con… https://t.co/NTDDHcDcMd",FALSE,0,"easyJet",2020-03-18 12:44:56,TRUE,NA,"1240257881624248322","38676903","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fedeleni7",0,FALSE,FALSE,NA,NA
"2345","RT @jsadiq: Photo-op gone awry. One gets scanned but all get through. Enough of this crap.

#Covid_19 https://t.co/fP9MR58hah",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257881615654912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hnmrosln",1354,TRUE,FALSE,NA,NA
"2346","RT @disposableteeth: i felt sick this morning so i thought i had Corona virus... turns out i’m just pregnant 😐 https://t.co/f5K0XGZDlh",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257881577934849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hanishusainy",12299,TRUE,FALSE,NA,NA
"2347","RT @MaziIbe_: They took students (kids) to the airport for excursion in this Corona virus period. 

Nigeria 😂",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257881347428359",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","akosdahthird",29,TRUE,FALSE,NA,NA
"2348","Likud trying very hard to bury Israeli democracy with a little help from Corona. https://t.co/ptA3Zk5os3",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257881192239104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HEiffler",0,FALSE,FALSE,NA,NA
"2349","RT @chelle2x: “corona time “😭😭😭😭 https://t.co/iXBMHVcFoY",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257881070391298",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GabbyMangaliag",113969,TRUE,FALSE,NA,NA
"2350","RT @Elham4Rafa: #Group4Palestine
#NoDealOnPalestine
#BDS
#HumanRights
Yes...think about Gaza who live in Corona quarantine long ago before…",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257881028448256",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","phrazz87",17,TRUE,FALSE,NA,NA
"2351","RT @BjpBiplab: Mass level screening is going on in the entire country. 

Advisories are being released already. 

Quarantine centres are op…",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257881011679232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yogesh_sheregar",373,TRUE,FALSE,NA,NA
"2352","Kylie about to come out with a corona themed kit https://t.co/hltbTopuDG",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257880789528579",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SierraAleysha",0,FALSE,FALSE,NA,NA
"2353","RT @zzzzaaaacccchhh: MIKE D: Well I'm Mike D but you can call me
EVERY BEASTIE BOY: Mona!
MIKE D: Stayin at home to avoid
EVERY BEASTIE BOY…",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257880269262848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hopen39",12241,TRUE,FALSE,NA,NA
"2354","RT @disposableteeth: i felt sick this morning so i thought i had Corona virus... turns out i’m just pregnant 😐 https://t.co/f5K0XGZDlh",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257880105857025",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1funn1",12299,TRUE,FALSE,NA,NA
"2355","RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257880034611203",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stevaniee_m",23396,TRUE,FALSE,NA,NA
"2356","RT @uchjn: that post corona turn up about to hit differentlyyyyy",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257879875125248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mayadesiree_",23885,TRUE,FALSE,NA,NA
"2357","RT @MahbinaW: One corona positive patient came from UK to Lahore knowing she had it. Then she proceeded to ignore the govt request to come…",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257879829086208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","laltaintabahde",30,TRUE,FALSE,NA,NA
"2358","RT @_hoelysad: This goddamn corona virus got me broke wtf",FALSE,0,NA,2020-03-18 12:44:56,FALSE,NA,"1240257879724052481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Supererksxy",90,TRUE,FALSE,NA,NA
"2359","RT @KeezyTwoHundo: So they raided Oprah Winfrey’s house and found out she’s running a sex ring with Weinstein and Weinstein is snitching on…",FALSE,0,NA,2020-03-18 12:44:55,FALSE,NA,"1240257879220895744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BHillz6",2979,TRUE,FALSE,NA,NA
"2360","RT @annadalee_: Corona the biggest cockblock in history",FALSE,0,NA,2020-03-18 12:44:55,FALSE,NA,"1240257878864297984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","geesicle",26432,TRUE,FALSE,NA,NA
"2361","RT @TheSoloWandera: Corona has African politicians not having a clue what to do cos they can't fly to foreign countries for treatment ✌🏾

A…",FALSE,0,NA,2020-03-18 12:44:55,FALSE,NA,"1240257878252019713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Gcwanini_",553,TRUE,FALSE,NA,NA
"2362","RT @RealGideonGold: its corona time",FALSE,0,NA,2020-03-18 12:44:55,FALSE,NA,"1240257878151356418",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gibus_Lord9015",1,TRUE,FALSE,NA,NA
"2363","@MinnesotaExpat @BuzzPatterson @ChrisLu44 His point is that if the Obama team was so organized and knew the steps t… https://t.co/jbnXCrtaLq",FALSE,0,"MinnesotaExpat",2020-03-18 12:44:55,TRUE,"1239959649790636032","1240257878071672834","2671279038","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fightfortruth10",0,FALSE,FALSE,NA,NA
"2364","RT @evelynvwoodsen: Corona got us moving like in high school. Who wanna FaceTime all night till the phone get hot?",FALSE,0,NA,2020-03-18 12:44:55,FALSE,NA,"1240257877647949824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","linny_1998",71778,TRUE,FALSE,NA,NA
"2365","RT @th3j35t3r: OBSERVATION: I know it's a Corona crisis and all. But...

- Paid Sick Leave
- Unemployment checks
- Free healthcare
- 1000 D…",FALSE,0,NA,2020-03-18 12:44:55,FALSE,NA,"1240257877480267776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SteveSimpsonMN",191,TRUE,FALSE,NA,NA
"2366","RT @MajorPatriot: I don't know if Oprah was arrested or not.

But she didn't do herself any favors.  She's now raised more questions than s…",FALSE,0,NA,2020-03-18 12:44:55,FALSE,NA,"1240257877211742208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mittenlover1971",87,TRUE,FALSE,NA,NA
"2367","RT @jeremylovesyall: jan 2020:
possible war with iran.

feb 2020:
australia on fire.

march 2020:
corona virus epidemic.

april 2020: https…",FALSE,0,NA,2020-03-18 12:44:55,FALSE,NA,"1240257877073420289",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","grumpy_puff",3413,TRUE,FALSE,NA,NA
"2368","RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ",FALSE,0,NA,2020-03-18 12:44:55,FALSE,NA,"1240257876737683457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wtvdila",23396,TRUE,FALSE,NA,NA
"2369","RT @augustsimien: Corona who? 🤣 https://t.co/owufRKpsCz",FALSE,0,NA,2020-03-18 12:44:55,FALSE,NA,"1240257876406546432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AaliyahMendes",5043,TRUE,FALSE,NA,NA
"2370","RT @jsadiq: Photo-op gone awry. One gets scanned but all get through. Enough of this crap.

#Covid_19 https://t.co/fP9MR58hah",FALSE,0,NA,2020-03-18 12:44:55,FALSE,NA,"1240257876284674050",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ton_Orangee",1354,TRUE,FALSE,NA,NA
"2371","RT @Voice_For_India: Hey Pappu @RahulGandhi Do you know the whole world is acknowledging that Indian government is handling it the best. Yo…",FALSE,0,NA,2020-03-18 12:44:55,FALSE,NA,"1240257876234350592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imaheshmange",316,TRUE,FALSE,NA,NA
"2372","RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ",FALSE,0,NA,2020-03-18 12:44:55,FALSE,NA,"1240257875475300353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","limeque",23396,TRUE,FALSE,NA,NA
"2373","RT @sunnyjinsue: If you didn’t have sanitizer in your purse before the corona virus then u dirty cause I keep sanitizer on me 😭",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257874737147905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_mXrdz",14234,TRUE,FALSE,NA,NA
"2374","RT @snbr__: @_FakhruRazi ITS CORONA TIME",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257874573451264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_FakhruRazi",1,TRUE,FALSE,NA,NA
"2375","RT @666tint: went into speedmart WITH A MASK to buy tepung beras and this grandpa LOUDLY AND CLEARLY told his grandkids ‘adik jangan dekat…",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257874460168194",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anisssseeee",3670,TRUE,FALSE,NA,NA
"2376","RT @Oyin_dripping: I write to kindly bring to your attention a potential Corona Virus case in Ibadan. I am a resident of Akobo in Ibadan. T…",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257874359615488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","__damini",85,TRUE,FALSE,NA,NA
"2377","RT @DrJamesKent3: An elderly Londoner lady, speaks out about corona:
Warning: Her lingua franca is arguably, a tad exotic. https://t.co/HdD…",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257874065932288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FFRREEmarkets",12425,TRUE,FALSE,NA,NA
"2378","RT @disposableteeth: i felt sick this morning so i thought i had Corona virus... turns out i’m just pregnant 😐 https://t.co/f5K0XGZDlh",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257874003140608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OTFcajou",12299,TRUE,FALSE,NA,NA
"2379","RT @aaronneedshelp: my last white blood cell challenging corona to a dance battle for the fate for my body
https://t.co/gdIpoKQoZB",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257873990635520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","talmadge32",37720,TRUE,FALSE,NA,NA
"2380","RT @ChinaDaily: WHO Director-General Tedros Adhanom Ghebreyesus said the steps China took to contain #Covid_19 had bought the world time in…",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257873814274051",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinceykk1",44,TRUE,FALSE,NA,NA
"2381","RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257873701220352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_RLatrice",23396,TRUE,FALSE,NA,NA
"2382","RT @IamPamManuel: Watch Vico Sotto defeat Corona Virus the way he defeated the Eusebio dynasty.",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257873541644294",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MiracelJuanta",1394,TRUE,FALSE,NA,NA
"2383","RT @Karabo_Mokgoko: That president keeps calling Corona virus The “Chinese Virus” wow.",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257873491513344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Awesome_Lesedi",50,TRUE,FALSE,NA,NA
"2384","Relax. Corona is bringing the new world order. It's more harsh on the aged ones where your enemy lies. https://t.co/ehmocQd32b",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257873013284864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mwnjala",0,FALSE,FALSE,NA,NA
"2385","RT @ajizaan: @CNNIndonesia corona indonesia cases, catch me up prediction 😓

#CoronaIndonesia https://t.co/gQr3q0s4zK",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257872992190464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","my_syifauddin",120,TRUE,FALSE,NA,NA
"2386","RT @disposableteeth: i felt sick this morning so i thought i had Corona virus... turns out i’m just pregnant 😐 https://t.co/f5K0XGZDlh",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257872778285056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aiszeh",12299,TRUE,FALSE,NA,NA
"2387","@NationBreaking We need clarity. Are Nairobi, Aga Khan and Aga Khan hospital Mombasa testing patients who come in f… https://t.co/gkBIM8aF0I",FALSE,0,"NationBreaking",2020-03-18 12:44:54,TRUE,"1240209724957536257","1240257872744845312","1731878023","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kenyaone",0,FALSE,FALSE,NA,NA
"2388","RT @l0v3kara: Corona virus sucks 🥺💔 https://t.co/rZMkOV7dCs",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257872119746561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dom_flores87",5,TRUE,FALSE,NA,NA
"2389","RT @disposableteeth: i felt sick this morning so i thought i had Corona virus... turns out i’m just pregnant 😐 https://t.co/f5K0XGZDlh",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257871935344641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","danzfhh",12299,TRUE,FALSE,NA,NA
"2390","RT @gabriielasordoo: Corona stole class of 2020’s senior year fr. Tremenda perra",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257871872434188",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vicky_g2002",16,TRUE,FALSE,NA,NA
"2391","this bitch really said libur corona",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257871780044800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prank0cean",0,FALSE,FALSE,NA,NA
"2392","RT @bcgipson14: Dear corona virus,

Can we have our fucking lives back?

Sincerely, 
Everybody",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257871767470081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","asyyiee",21391,TRUE,FALSE,NA,NA
"2393","RT @h7seoks: rapunzel’s step mum that stole her wanted to protect her by making her stay inside so she’d be safe from the kingdom... and i…",FALSE,0,NA,2020-03-18 12:44:54,FALSE,NA,"1240257871368957954",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","taeggukahtwt",5933,TRUE,FALSE,NA,NA
"2394","@Sudhirntv Don’t spoil your credibility so far earned. Could u finds facts whether is corona virus 🦠 in South Sudan be rushing to post!!",FALSE,0,"Sudhirntv",2020-03-18 12:44:54,FALSE,"1240218130259066881","1240257871197151233","405407038","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DogaHillary",0,FALSE,FALSE,NA,NA
"2395","RT @IamPamManuel: Watch Vico Sotto defeat Corona Virus the way he defeated the Eusebio dynasty.",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257870408470529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elseedee_",1394,TRUE,FALSE,NA,NA
"2396","CORONA VIRUS DEATHS ARE 8,250 NOW 😈 THIS IS UPDATED.",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257870291038208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elizabethpama",0,FALSE,FALSE,NA,NA
"2397","RT @secupp: He should be jailed, along with any other would-be corona profiteers and false prophets.  https://t.co/us6p5q9DAu",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257870278668288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Purplegarter1",342,TRUE,FALSE,NA,NA
"2398","RT @jsadiq: Photo-op gone awry. One gets scanned but all get through. Enough of this crap.

#Covid_19 https://t.co/fP9MR58hah",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257870186213377",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ricksanchezit",1354,TRUE,FALSE,NA,NA
"2399","I know Beyoncé can get them to stop this corona mess 😩",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257870035324928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PunkinnTheBoss",0,FALSE,FALSE,NA,NA
"2400","RT @TrollFootball: Corona Virus vs European Football

https://t.co/iPXBx4wOF9",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257869863432197",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DaniJorge__",2484,TRUE,FALSE,NA,NA
"2401","Corona virus is a type of flu...A flu that spreads very fast... 97% of Corona cases go well Only four or five perce… https://t.co/bxrby1YZJ1",FALSE,3,NA,2020-03-18 12:44:53,TRUE,NA,"1240257869716631552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","izkhan_",0,FALSE,FALSE,NA,NA
"2402","RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257869200666627",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CaylebHill",23398,TRUE,FALSE,NA,NA
"2403","RT @ChinaDaily: China will hold a video conference with more than 10 European countries on Thursday night to share its experience in tackli…",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257869083181056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NanaYaw17392333",51,TRUE,FALSE,NA,NA
"2404","RT @maxgribben99: I know I’m not allowed to use this word but corona virus is bloody serious https://t.co/kLjNccPDVj",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257868982517760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DestiMystery",76220,TRUE,FALSE,NA,NA
"2405","RT @DaneeyHussain: Day 5 of corona: Mandem don’t even spud each other anymore. Elbow bumps only",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257868919640065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZuhabA",2,TRUE,FALSE,NA,NA
"2406","RT @deepscribble: Bengal was #corona free. Till an Oxford brat came back after partying with his infected London roomies, skipped quarantin…",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257868902744071",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rajeshp44852068",2914,TRUE,FALSE,NA,NA
"2407","RT @Masandawana: THANK YOU all for the interaction last night.👆

☠ Bhaka Bhaka (@orlandopirates) for the match!

REMEMBER TO: 
🇿🇦 🌍 Be safe…",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257868634509313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Official_BTBZA",45,TRUE,FALSE,NA,NA
"2408","RT @girlsreallyrule: Please help me get this article out far and wide so that people are informed about the money the Kushner family stands…",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257868579983361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheChildrenHour",4892,TRUE,FALSE,NA,NA
"2409","RT @She1laSm1th: Taking Corona direct from main supplier 🤣🤣🤣🤣🤣 https://t.co/csRFgVOyT3",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257868550426624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fzly8",2200,TRUE,FALSE,NA,NA
"2410","@ArvaShah2 @ankurtewari corona time.",FALSE,1,"ArvaShah2",2020-03-18 12:44:53,FALSE,"1240257561296691202","1240257868277809152","721643183638257664","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bauvadhruvi1",0,FALSE,FALSE,NA,NA
"2411","RT @Mr_Belutsch: While the world is in stress because  of #coronavirus, my colleague Katerina Korosidou is enjoying dancing at work to get…",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257868227465217",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anshuman_68",1489,TRUE,FALSE,NA,NA
"2412","RT @BirminghamTan_: MIND HOW YA TOUCH MY SHOULDERS... I DONT WANT NO CORONA 🙅🏾‍♂️💀🤮 

200 retweets it’s yours soon as possible 💥💥 @BorisJoh…",FALSE,0,NA,2020-03-18 12:44:53,FALSE,NA,"1240257868194025473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BirminghamTan_",32,TRUE,FALSE,NA,NA
